Equip ID;Minesite;Equipment;Equip Label;On Site Id;Equipment Type;Model;Status;SerialNumber;Commissioning Date;Parent Product Family;Brand;Product Group;Created Date
3927;Fekola;HT112;HT112;;789;789D;-1;SPD00965;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3928;Fekola;HT113;HT113;;789;789D;-1;SPD00971;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3929;Fekola;HT114;HT114;;789;789D;-1;SPD01081;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3930;Fekola;HT115;HT115;;789;789D;-1;SPD01083;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3931;Fekola;HT116;HT116;;789;789D;-1;SPD01088;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3932;Fekola;HT117;HT117;;789;789D;-1;SPD01117;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3933;Fekola;HT118;HT118;;789;789D;-1;SPD01123;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3934;Fekola;HT119;HT119;;789;789D;-1;SPD01133;12/31/2018 4:00:00 PM;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;15/09/2024
3935;Fekola;CP003;CP003;;825;825H;-1;AZW00429;12/31/2018 4:00:00 PM;EARTHMOVING COMPACTOR;CAT;EARTHMOVING COMPACTOR;15/09/2024
6641;Fekola;CP009;CP009;;825;825K;-1;2L900224;12/31/2017 4:00:00 PM;EARTHMOVING COMPACTOR;CAT;EARTHMOVING COMPACTOR;22/06/2025
3936;Fekola;WD001-1;WD001;;834;834K;-1;LWY00723;12/31/2018 4:00:00 PM;WHEEL DOZER;CAT;WHEEL DOZER;15/09/2024
3937;Fekola;WD002;WD002;;834;834K;-1;L4Y00205;12/31/2018 4:00:00 PM;WHEEL DOZER;CAT;WHEEL DOZER;15/09/2024
3938;Fekola;WD003;WD003;;844;844K;-1;M4R00209;12/31/2018 4:00:00 PM;WHEEL DOZER;CAT;WHEEL DOZER;15/09/2024
3939;Fekola;WD004;WD004;;844;844K;-1;M4R00214;12/31/2018 4:00:00 PM;WHEEL DOZER;CAT;WHEEL DOZER;15/09/2024
3940;Fekola;WL003;WL003;;966;966H;-1;BJ601006;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3941;Fekola;WL006;WL006;;966;966H;-1;BJ600910;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
4532;Fekola;TWL11;TWL11;;980;980;-1;MK900353;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;18/09/2024
3944;Fekola;TY001;TY001;;980;980L;-1;D8Z20320;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3819;Fekola;TY003;TY003;;980;980;-1;MK900719;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3942;Fekola;WL002;WL002;;980;980H;-1;KZL00293;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3943;Fekola;WL007;WL007;;980;980H;-1;PF800569;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3945;Fekola;WL010;WL010;;980;980L;-1;D8Z20504;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3821;Fekola;WL012;WL012;;980;980;-1;MK900217;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3822;Fekola;WL013;WL013;;980;980;-1;MK900218;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3823;Fekola;WL014;WL014;;980;980;-1;MK900720;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
4424;Fekola;WL016;WL016;;980;966 GC;-1;SGW02491;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;16/09/2024
3946;Fekola;WL005;WL005;;988;988K;-1;LWX00683;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3947;Fekola;CWL008;CWL008;;992;992G;-1;AZX76002;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3948;Fekola;WL004;WL004;;992;992K;-1;ZMX00633;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3949;Fekola;WL009;WL009;;992;992K;-1;RM500249;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;15/09/2024
3824;Fekola;WL015;WL015;;992;;-1;AP700434;12/31/2018 4:00:00 PM;;CAT;;15/09/2024
6640;Fekola;WL017;WL017;;992;;-1;AP700532;12/31/2018 4:00:00 PM;;CAT;;18/06/2025
3951;Fekola;GN033;GN033;;C13;C13;-1;DH403711;12/31/2018 4:00:00 PM;ENGINE - GENERATOR SET;CAT;ENGINE - GENERATOR SET;15/09/2024
3952;Fekola;GN012;GN012;;C15;C15;-1;X4R00361;12/31/2018 4:00:00 PM;GENERATOR;CAT;GENERATOR;15/09/2024
3950;Fekola;GN032;GN032;;C15;C1.5DE13.5;-1;GB903695;12/31/2018 4:00:00 PM;GENERATOR;CAT;GENERATOR;15/09/2024
3953;Fekola;SR101;SR101;;C15;C15;-1;MCW16931;12/31/2018 4:00:00 PM;ENGINE - INDUSTRIAL;CAT;ENGINE - INDUSTRIAL;15/09/2024
3954;Fekola;SR102;SR102;;C15;C15;-1;MCW17332;12/31/2018 4:00:00 PM;ENGINE - INDUSTRIAL;CAT;ENGINE - INDUSTRIAL;15/09/2024
3857;Fekola;FS001 LH;FS001 LH;;C32;C32;-1;TZB00302;12/31/2018 4:00:00 PM;ENGINE - MACHINE;CAT;ENGINE - MACHINE;15/09/2024
3858;Fekola;FS001 RH;FS001 RH;;C32;C32;-1;TZB00290;12/31/2018 4:00:00 PM;ENGINE - MACHINE;CAT;ENGINE - MACHINE;15/09/2024
3860;Fekola;FS002 LH;FS002 LH;;C32;C32;-1;TZB00306;12/31/2018 4:00:00 PM;ENGINE - MACHINE;CAT;ENGINE - MACHINE;15/09/2024
3861;Fekola;FS002 RH;FS002 RH;;C32;C32;-1;TZB00305;12/31/2018 4:00:00 PM;ENGINE - MACHINE;CAT;ENGINE - MACHINE;15/09/2024
4455;Fekola;GN018;GN018;;C4;C4.4;-1;GLE01510;12/31/2018 4:00:00 PM;GENERATOR;CAT;ENGINE - GENERATOR SET;18/09/2024
4456;Fekola;CP005;CP005;;CS76;CS-76;-1;CYX01001;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;18/09/2024
6145;Fekola;CP001;CP001;;CS78B;CS-78B;-1;M8M00226;12/31/2018 12:00:00 AM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;26/03/2025
4453;Fekola;CP002;CP002;;CS78B;CS-78B;-1;M8M00227;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;18/09/2024
3955;Fekola;CP006;CP006;;CS78B;CS78B;-1;M7800403;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;15/09/2024
3956;Fekola;CP007;CP007;;CS78B;CS78B;-1;M7800507;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;15/09/2024
3957;Fekola;CP008;CP008;;CS78B;CS78B;-1;M7800577;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;15/09/2024
3958;Fekola;TD006;TD006;;D10;D10T2;-1;RAB00313;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3959;Fekola;TD007;TD007;;D10;D10T2;-1;RAB00535;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3960;Fekola;TD009;TD009;;D10;D10T2;-1;RAB00824;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3961;Fekola;TD010;TD010;;D10;D10T2;-1;RAB00825;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3962;Fekola;TD011;TD011;;D10;D10T2;-1;RAB00826;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3963;Fekola;TD012;TD012;;D10;D10T2;-1;RAB00852;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3964;Fekola;TD013;TD013;;D10;D10T2;-1;RAB00853;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3965;Fekola;TD015;TD015;;D10;D10T2;-1;RAB01157;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3966;Fekola;TD016;TD016;;D10;D10T2;-1;RAB01158;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3967;Fekola;TD021;TD021;;D10;D10T2;-1;RAB01273;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3968;Fekola;TD022;TD022;;D10;D10T2;-1;RAB01278;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3969;Fekola;TD023;TD023;;D10;D10T2;-1;RAB01279;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
6051;Fekola;TD024;TD024;;D5;D5;-1;Z2N01030;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;20/02/2025
3970;Fekola;TD003;TD003;;D6;D6K2;-1;MXK00239;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3978;Fekola;TD001;TD001;;D9;D9R;-1;WDM00859;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3979;Fekola;TD002;TD002;;D9;D9R;-1;WDM00858;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3980;Fekola;TD004;TD004;;D9;D9R;-1;WDM04437;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3981;Fekola;TD005;TD005;;D9;D9R;-1;WDM04430;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3971;Fekola;TD014;TD014;;D9;D9G;-1;AK400363;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
6141;Fekola;TD017;TD017;;D9;D9G;0;AK400439;12/31/2018 8:00:00 AM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;20/03/2025
3973;Fekola;TD018;TD018;;D9;D9G;-1;AK400450;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3974;Fekola;TD019;TD019;;D9;D9G;0;AK400535;12/31/2018 8:00:00 AM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
3975;Fekola;TD020;TD020;;D9;D9G;-1;AK400562;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
4438;Fekola;TD025;TD025;;D9;D9G;0;AK400678;12/31/2018 8:00:00 AM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;16/09/2024
4439;Fekola;TD026;TD026;;D9;D9G;0;AK400679;12/31/2018 8:00:00 AM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;16/09/2024
3972;Fekola;TTD17;TD017;;D9;D9G;-1;AK400439;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;15/09/2024
6643;Fekola;TTD19;TD019;;D9;D9G;-1;AK400535;12/30/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;22/06/2025
6143;Fekola;TTD25;TD025;;D9;D9G;-1;AK400678;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;23/03/2025
6144;Fekola;TTD26;TD026;;D9;D9G;-1;AK400679;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;23/03/2025
6644;Fekola;WEX01;WEX01;;M320;M320D2;-1;CH900530;12/30/2018 4:00:00 PM;WHEELED EXCAVATOR;CAT;WHEELED EXCAVATOR;22/06/2025
3982;Fekola;BD003;BD003;;MD6240;MD6240;-1;DT400103;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;15/09/2024
3983;Fekola;BD004;BD004;;MD6240;MD6240;-1;DT400104;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;15/09/2024
3984;Fekola;BD005;BD005;;MD6240;MD6240;-1;DT400107;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;15/09/2024
3985;Fekola;BD006;BD006;;MD6240;MD6240;-1;DT400108;12/31/2018 4:00:00 PM;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;15/09/2024
3986;Fekola;BD008;BD008;;MD6250;MD6250;-1;DN700107;12/31/2018 4:00:00 PM;DRILL;CAT;DRILL;15/09/2024
3987;Fekola;BD010;BD010;;MD6250;MD6250;-1;DN700144;12/31/2018 4:00:00 PM;DRILL;CAT;DRILL;15/09/2024
3988;Fekola;BD011;BD011;;MD6250;MD6250;-1;DN700145;12/31/2018 4:00:00 PM;DRILL;CAT;DRILL;15/09/2024
3989;Fekola;BD012;BD012;;MD6250;MD6250;-1;DN700147;12/31/2018 4:00:00 PM;DRILL;CAT;DRILL;15/09/2024
3990;Fekola;BD013;BD013;;MD6250;MD6250;-1;DN700149;12/31/2018 4:00:00 PM;DRILL;CAT;DRILL;15/09/2024
4458;Fekola;TH001;TH001;;TH414;TH514C;-1;KKW00197;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4457;Fekola;TH002;TH002;;TH414;TH414C;-1;RWW00171;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4459;Fekola;TH003;TH003;;TH414;TH514C;-1;KKW00246;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4460;Fekola;TH004;TH004;;TH414;TH514C;-1;KKW00247;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4461;Fekola;TH005;TH005;;TH414;TH514C;-1;KKW00249;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4462;Fekola;TH006;TH006;;TH414;TH514C;-1;KKW00254;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4463;Fekola;TH007;TH007;;TH414;TH514C;-1;KKW00255;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4464;Fekola;TH008;TH008;;TH414;TH514C;-1;KKW00256;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
4454;Fekola;TH009;TH009;;TH414;TH414;-1;TBZ00604;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;18/09/2024
3991;Fekola;TH011;TH011;;TH414;TH414;-1;TBZ00798;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;15/09/2024
3992;Fekola;TH014;TH014;;TH414;TH414;-1;TBZ00730;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;15/09/2024
4911;GCO;GD601;GD601;;140;140H;-1;CCA01200;12/31/2018 4:00:00 PM;MOTOR GRADER;CAT;MOTOR GRADER;28/01/2025
4912;GCO;LD607;LD607;;226B;226B;-1;MJH08616;12/31/2018 4:00:00 PM;SKID STEER LOADER;CAT;SKID STEER LOADER;28/01/2025
4913;GCO;LD615;LD615;;226B;226B3;-1;DXZ03032;12/31/2018 4:00:00 PM;SKID STEER LOADER;CAT;SKID STEER LOADER;28/01/2025
4923;GCO;LD608;LD608;;236D;236B3;-1;A9H03642;12/31/2018 4:00:00 PM;SKID STEER LOADER;CAT;SKID STEER LOADER;28/01/2025
4924;GCO;EX601;EX601;;330;330C L;-1;DKY04125;12/31/2018 4:00:00 PM;EXCAVATOR;CAT;EXCAVATOR;28/01/2025
4925;GCO;EX602;EX602;;365;365C;-1;MCS00373;12/31/2018 4:00:00 PM;EXCAVATOR;CAT;EXCAVATOR;28/01/2025
4926;GCO;LD609;LD609;;420;420D;-1;BLN10699;12/31/2018 4:00:00 PM;BACKHOE LOADER;CAT;BACKHOE LOADER;28/01/2025
4914;GCO;LD614;LD614;;426;426 F2;-1;EJ402915;12/31/2018 4:00:00 PM;BACKHOE LOADER;CAT;BACKHOE LOADER;28/01/2025
4927;GCO;TC602;TC602;;65D;65C;-1;2ZJ01985;12/31/2018 4:00:00 PM;CHALLENGER;CAT;CHALLENGER;28/01/2025
4928;GCO;TC603;TC603;;65D;65C;-1;2ZJ02468;12/31/2018 4:00:00 PM;CHALLENGER;CAT;CHALLENGER;28/01/2025
4915;GCO;DT601;DT601;;730;730;-1;AGF01083;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4916;GCO;DT602;DT602;;730;730;-1;AGF01085;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4917;GCO;DT603;DT603;;730;730;-1;AGF00966;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4918;GCO;DT604;DT604;;730;730;-1;AGF00985;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4919;GCO;DT605;DT605;;730;730;-1;3F300675;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4920;GCO;DT606;DT606;;730;730;-1;3F300677;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4921;GCO;ST601;ST601;;730;730;-1;AGF01419;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4922;GCO;WT601;WT601;;730;730;-1;AGF01103;12/31/2018 4:00:00 PM;ARTICULATED DUMP TRUCK;CAT;ARTICULATED DUMP TRUCK;28/01/2025
4929;GCO;LD602;LD602;;980;980H;-1;JMS03079;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4930;GCO;LD603;LD603;;980;980H;-1;JMS05490;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4931;GCO;LD604;LD604;;980;980H;-1;KZL00938;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4932;GCO;LD605;LD605;;980;980H;-1;KZL00937;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4933;GCO;LD606;LD606;;980;980H;-1;JMS05955;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4934;GCO;LD613;LD613;;980;980H;-1;JMS04114;12/31/2018 4:00:00 PM;WHEEL-TYPE LOADER;CAT;WHEEL-TYPE LOADER;28/01/2025
4935;GCO;PU-321EN;PU-321EN;;C32;C32;-1;TLD01173;12/31/2018 4:00:00 PM;ENGINE - INDUSTRIAL;CAT;ENGINE - INDUSTRIAL;28/01/2025
4936;GCO;PU-327EN;PU-327EN;;C32;C32;-1;TLD01169;12/31/2018 4:00:00 PM;ENGINE - INDUSTRIAL;CAT;ENGINE - INDUSTRIAL;28/01/2025
4937;GCO;CP602;CP602;;CS-563;CS-563C;-1;4KN01260;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;28/01/2025
4938;GCO;CP603;CP603;;CS78B;CS78B;-1;M7800406;12/31/2018 4:00:00 PM;PAVING COMPACTOR;CAT;PAVING COMPACTOR;28/01/2025
4939;GCO;DZ601;DZ601;;D9;D9R;-1;7TL01077;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4940;GCO;DZ602;DZ602;;D9;D9R;-1;7TL00883;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4941;GCO;DZ603;DZ603;;D9;D9R;-1;7TL01194;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4942;GCO;DZ604;DZ604;;D9;D9R;-1;7TL01124;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4943;GCO;DZ605;DZ605;;D9;D9R;-1;7TL00991;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4944;GCO;DZ606;DZ606;;D9;D9R;-1;7TL01321;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4945;GCO;DZ607;DZ607;;D9;D9R;-1;7TL00735;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4946;GCO;DZ608;DZ608;;D9;D9R;-1;7TL01067;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4947;GCO;DZ609;DZ609;;D9;D9R;-1;7TL00481;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4948;GCO;DZ610;DZ610;;D9;D9R;-1;7TL01062;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4949;GCO;DZ611;DZ611;;D9;D9R;-1;7TL01050;12/31/2018 4:00:00 PM;TRACK-TYPE TRACTOR;CAT;TRACK-TYPE TRACTOR;28/01/2025
4950;GCO;LD601;LD601;;IT38G;IT38G;-1;7BS00328;12/31/2018 4:00:00 PM;INTEGRATED TOOLCARRIER;CAT;INTEGRATED TOOLCARRIER;28/01/2025
4951;GCO;FK602;FK602;;TH103;TH103;-1;3PN01239;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;28/01/2025
4952;GCO;FK611;FK611;;TH417;TH417D;-1;MKY00289;12/31/2018 4:00:00 PM;TELEHANDLER;CAT;TELEHANDLER;28/01/2025
6769;Goulamina/CORICA;GR044;GR044;GR0044;14;14;-1;F5800113;;MOTOR GRADER;CAT;MOTOR GRADER;26/02/2026
6765;Goulamina/CORICA;EX101;EX101;EX0101;349;349;-1;RBY11807;;EXCAVATOR;CAT;EXCAVATOR;26/02/2026
6766;Goulamina/CORICA;EX049_;EX049;EX0049;6015;6015B;-1;FKD00199;;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;26/02/2026
6767;Goulamina/CORICA;EX107_;EX107;EX0107;6015;6015;-1;6B900101;;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;26/02/2026
6768;Goulamina/CORICA;EX128;EX128;EX0128;6030;6030;-1;6P300106;;EXPANDED MINING PRODUCTS;CAT;EXPANDED MINING PRODUCTS;26/02/2026
6773;Goulamina/CORICA;SC003;SC003;SC0003;631;631E;-1;1NB00984;;WHEEL TRACTOR-SCRAPER;CAT;WHEEL TRACTOR-SCRAPER;26/02/2026
6774;Goulamina/CORICA;SC004;SC004;SC0004;631;631E;-1;1NB00985;;WHEEL TRACTOR-SCRAPER;CAT;WHEEL TRACTOR-SCRAPER;26/02/2026
6775;Goulamina/CORICA;SC005;SC005;SC0005;631;631E;-1;1NB00992;;WHEEL TRACTOR-SCRAPER;CAT;WHEEL TRACTOR-SCRAPER;26/02/2026
6776;Goulamina/CORICA;WT059;WT059;WT0059;773;773E;-1;PRB00886;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6748;Goulamina/CORICA;DT111_;DT111;DT0111;777;777E;-1;KYD00403;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6749;Goulamina/CORICA;DT115_;DT115;DT0115;777;777E;-1;KYD00107;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6750;Goulamina/CORICA;DT120_;DT120;DT0120;777;777E;-1;KYD00134;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6751;Goulamina/CORICA;DT131;DT131;DT0131;777;777E;-1;KYD00270;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6752;Goulamina/CORICA;DT132_;DT132;DT0132;777;777E;-1;KYD00292;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6753;Goulamina/CORICA;DT133_;DT133;DT0133;777;777E;-1;KYD00293;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6754;Goulamina/CORICA;DT156;DT156;DT0156;777;777E;-1;KYD00442;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6755;Goulamina/CORICA;DT157;DT157;DT0157;777;777E;-1;KYD00443;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6756;Goulamina/CORICA;DT158;DT158;DT0158;777;777E;-1;KYD00444;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6757;Goulamina/CORICA;DT159;DT159;DT0159;777;777E;-1;KYD00445;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
6758;Goulamina/CORICA;DT160;DT160;DT0160;777;777E;-1;KYD00446;;OFF-HIGHWAY TRUCK;CAT;OFF-HIGHWAY TRUCK;26/02/2026
